"year","month","CLBJ","CPER","KONZ","MOAB","OAES","ONAQ","SRER","UKFS","WOOD","tBin"
2016,4,88.3833333333333,84.4233333333333,79.7233333333333,77.3166666666667,79.8166666666667,74.7033333333333,43.88,81.7666666666667,93.32,4
2016,5,98.2,88.6387096774194,87.8322580645161,67.2967741935484,91.0451612903226,72.0838709677419,39.5354838709677,86.5322580645161,81.8032258064516,5
2016,6,97.8466666666667,82.4233333333333,86.6333333333333,44.3966666666667,90.66,52.59,36.9266666666667,85.6066666666667,90.1,6
2016,7,94.3774193548387,80.0548387096774,88.9741935483871,49.5,88.1935483870968,43.1838709677419,62.9064516129032,92.2774193548387,93.3903225806452,7
2016,8,89.9096774193548,81.9483870967742,91.2225806451613,64.4806451612903,89.8096774193548,46.5935483870968,80.8258064516129,90.7548387096774,89.5709677419355,8
2016,9,94.0433333333333,76.8433333333333,89.4933333333333,62.9266666666667,91.7733333333333,63.1933333333333,72.0233333333333,91.5633333333333,93.76,9
2016,10,90.3258064516129,71.7677419354839,94.1451612903226,66.7096774193548,91.4612903225807,71.6645161290323,59.5193548387097,97.4387096774194,92.9129032258064,10
2016,11,88.9166666666667,78.3733333333333,89.21,80.9666666666667,84.8666666666667,83.3366666666667,59.61,87.3566666666667,91.5633333333333,11
2016,12,83.2516129032258,89.8064516129032,84.3290322580645,82.7322580645161,85.2903225806452,88.8935483870968,80.5903225806452,82.9612903225807,93.0387096774194,12
2017,1,83.4354838709677,87.0451612903226,82.4258064516129,89.9451612903226,84.6387096774194,89.1806451612903,78.0838709677419,88.3096774193548,83.0870967741936,13
2017,2,84.5107142857143,71.7285714285714,77.575,78.6892857142857,85.4464285714286,77.9107142857143,70.4892857142857,81.7142857142857,85.8142857142857,14
2017,3,82.4806451612903,74.1483870967742,72.5322580645161,62.858064516129,80.6129032258064,78.1838709677419,48.458064516129,76.6129032258064,90.3935483870968,15
2017,4,85.05,76.8966666666667,84.9166666666667,62.21,89.1566666666667,78.13,35.57,86.45,87.9366666666667,16
2017,5,81.958064516129,85.0870967741936,86.2387096774194,59.5322580645161,85.7645161290323,78.5387096774193,35.441935483871,88.0806451612903,78.7129032258065,17
2017,6,93.6633333333333,77.1433333333333,89.8266666666667,39.2933333333333,86.2666666666667,56.1266666666667,31.33,90.1733333333333,79.63,18
2017,7,88.3677419354839,77.958064516129,86.1870967741935,59.7129032258064,80.5225806451613,55.5290322580645,72.8161290322581,91.0838709677419,79.8645161290323,19
2017,8,95.741935483871,82.1935483870968,93.0709677419355,63.3193548387097,96.4258064516129,59.3935483870968,75.1612903225806,96.5387096774194,91.1258064516129,20
2017,9,83.88,75.72,75.6833333333333,64.7266666666667,85.7166666666667,74.52,65.21,89.7933333333333,90.1366666666667,21
2017,10,85.4774193548387,77.658064516129,81.1935483870968,60.7548387096774,80.3096774193548,80.6935483870968,48.1870967741935,87.6032258064516,86.9774193548387,22
2017,11,88.8666666666667,81.5333333333333,82.4133333333333,67.8433333333333,86.5766666666667,77.6933333333333,49.5733333333333,85.02,95.1533333333333,23
2017,12,77.6032258064516,74.5225806451613,79.4806451612903,69.0451612903226,76.0709677419355,87.0032258064516,56.8322580645161,81.858064516129,90.3806451612903,24
2018,1,78.0193548387097,80.1483870967742,76.6387096774194,77.0838709677419,73.7032258064516,83.1935483870968,52.7709677419355,82.1709677419355,87.5645161290323,25
2018,2,94.6285714285714,88.1071428571429,81.6107142857143,69.8464285714286,84.4714285714286,83.1607142857143,63.7678571428571,85.8642857142857,90.1785714285714,26
2018,3,81.0193548387097,75.1774193548387,79.3774193548387,56.2516129032258,72.9193548387097,74.041935483871,52.8,80.1225806451613,88.1838709677419,27
2018,4,84.8966666666667,77.0833333333333,74.6433333333333,44.68,73.0266666666667,62.7166666666667,30.5866666666667,76.51,90.7366666666667,28
2018,5,81.7161290322581,85.7483870967742,80.3451612903226,42.7064516129032,80.7129032258065,65.6741935483871,30.2387096774194,82.0516129032258,82.0612903225806,29
2018,6,73.9866666666667,73.5133333333333,77.55,32.4966666666667,79.41,48.25,35.8166666666667,79.2233333333333,89.46,30
2018,7,74.1,87.3096774193548,82.1064516129032,49.3032258064516,77.6258064516129,48.5935483870968,64.6838709677419,79.1322580645161,92.158064516129,31
2018,8,84.0032258064516,86.1677419354839,87.5322580645161,55.0387096774194,85.8258064516129,52.0290322580645,79.5129032258065,88.7935483870968,89.9516129032258,32
2018,9,92.5333333333333,75.7933333333333,90.7133333333333,45.6633333333333,91.2933333333333,41.7966666666667,69.04,91.1166666666667,93.07,33
2018,10,93.1967741935484,90.6,93.2096774193548,87.0903225806452,92.2161290322581,84.9806451612903,80.1935483870968,95.7032258064516,96.541935483871,34
2018,11,93.8166666666667,79.0833333333333,88.3966666666667,68.4133333333333,90.97,83.49,59.3133333333333,91.0366666666667,96.6466666666667,35
2018,12,91.6387096774194,77.5225806451613,91.2741935483871,87.7129032258065,88.6903225806452,90.6258064516129,76.5870967741936,91.2483870967742,93.0838709677419,36
2019,1,91.0161290322581,81.1322580645161,86.2064516129032,95.6806451612903,92.0354838709677,91.3064516129032,75.8903225806452,88,82.8129032258065,37
2019,2,87.4214285714286,84.2928571428571,87.5285714285714,90.2785714285714,89.6214285714286,83.2357142857143,76.7642857142857,90.925,93.6357142857143,38
2019,3,84.3548387096774,93.9193548387097,85.9096774193548,78.9258064516129,83.2225806451613,74.1,61.8483870967742,86.158064516129,93.8290322580645,39
2019,4,87.2533333333333,86.6033333333333,83.75,62.88,91.7933333333333,73.6933333333333,46.2466666666667,84.7466666666667,86.6666666666667,40
